ShiftKey,LineId,Segment,Cluster,Label,Count,Hours
hu3|2026-07-13|night,hu3,sealing,Sealing Head,1152-1M1 unwinder has reached adjusted current limit,2,0.07
hu3|2026-07-13|night,hu3,sealing,Sealing Head,1151-1M1 unwinder has reached adjusted current limit,1,0.04
hu3|2026-07-13|night,hu3,sealing,Sealing Head,1086-2M1 Horizontal axis has reached adjusted current limit,1,0.04
hu3|2026-07-13|night,hu3,sealing,Knife,1038-13B1 Limit switch fault Knife top extended,3,0.09
hu3|2026-07-13|night,hu3,web,End of Reel,1158-5B1 All rolls empty - Please refill!,2,0.96
hu3|2026-07-13|night,hu3,web,End of Reel,1153 End of reel,1,0.1
hu3|2026-07-13|night,hu3,web,End of Reel,1151 End of reel,1,0.1
hu3|2026-07-13|night,hu3,web,End of Reel,1152 End of reel,1,0.09
hu3|2026-07-13|night,hu3,web,End of Reel,1300-2B1 End of reel,1,0.06
hu3|2026-07-13|night,hu3,web,Web Torn,1159-1B1 Web torn,2,0.13
hu3|2026-07-13|night,hu3,web,Web Torn,1158-1B1 Web torn,1,0.09
hu3|2026-07-13|night,hu3,web,Splice,1158-6GQ1 Vacuum splice module not present,2,0.09
hu3|2026-07-13|night,hu3,web,Splice,1128-1B1 Last splice has not been detected,3,0.02
hu3|2026-07-13|night,hu3,web,Splice,1159-6GQ1 Vacuum splice module not present,1,0.01
hu3|2026-07-13|night,hu3,web,Splice,1129-1B1 Last splice has not been detected,1,0.01
hu3|2026-07-13|night,hu3,handling,Gripper,1406-6B1 Valve in pickup position A not present,12,0.3
hu3|2026-07-13|night,hu3,handling,Gripper,1406-6B2 Valve in pickup position B not present,7,0.24
hu3|2026-07-13|night,hu3,handling,Fork,1211-2B1 Limit switch fault Fork B in working position,17,0.62
hu3|2026-07-13|night,hu3,handling,Fork,1210-2B1 Limit switch fault Fork A in working position,6,0.13
hu3|2026-07-13|night,hu3,handling,Cylinder,1159-11B1 Error Cylinder switch,1,0.01
hu3|2026-07-13|night,hu3,pneumatic,Valve on Web,1074 Valve right out of area - Check for valve on web,1,0.01
hu3|2026-07-13|night,hu3,pneumatic,Valve on Web,1074 Valve left inserted but not found - Check for valve on web,1,0.01
hu3|2026-07-13|night,hu3,pneumatic,Air Pressure,1A07-1B1 Main air valve basic machine pressure not present,2,1.13
hu3|2026-07-14|day,hu3,pneumatic,Air Pressure,1A07-1B1 Main air valve basic machine pressure not present,2,1.89
hu3|2026-07-14|day,hu3,pneumatic,Cooling,1022-11B2 Flow monitor site cooling flow rate not OK,1,0.16
hu3|2026-07-14|day,hu3,handling,Fork,1211-2B1 Limit switch fault Fork B in working position,9,0.31
hu3|2026-07-14|day,hu3,handling,Fork,1210-2B1 Limit switch fault Fork A in working position,2,0.05
hu3|2026-07-14|day,hu3,handling,Gripper,1406-6B1 Valve in pickup position A not present,12,0.83
hu3|2026-07-14|day,hu3,handling,Gripper,1406-6B2 Valve in pickup position B not present,2,0.08
hu3|2026-07-14|day,hu3,web,Web Torn,1150-1B1 Web torn,1,0.09
hu3|2026-07-14|day,hu3,web,End of Reel,1150 End of reel,1,0.15
hu3|2026-07-14|day,hu3,web,End of Reel,1155 End of reel,1,0.13
hu3|2026-07-14|day,hu3,web,End of Reel,1152 End of reel,1,0.1
hu3|2026-07-14|day,hu3,web,Other,The machine empty run is finished,1,1.35
hu3|2026-07-14|day,hu3,web,Other,"1084 Bad parts box is full, please empty!",1,0.14
hu3|2026-07-14|day,hu3,sealing,Other,The start of the machine is locked by the HMI,1,0.31
hu3|2026-07-14|night,hu3,web,Web Torn,1159-1B1 Web torn,1,0.07
hu3|2026-07-14|night,hu3,web,Splice,1159-6GQ1 Vacuum splice module not present,1,0.17
hu3|2026-07-14|night,hu3,web,Splice,1129-1B1 Last splice has not been detected,1,0.0
hu3|2026-07-14|night,hu3,web,End of Reel,1151 Prewarning end of reel,1,0.03
hu3|2026-07-14|night,hu3,pneumatic,Air Pressure,1A07-1B1 Main air valve basic machine pressure not present,1,0.03
hu3|2026-07-14|night,hu3,pneumatic,Valve on Web,1074 Valve right out of area - Check for valve on web,1,0.03
hu3|2026-07-14|night,hu3,sealing,Knife,1038-13B1 Limit switch fault Knife top extended,14,1.2
hu3|2026-07-14|night,hu3,sealing,Printer,1050-3K1 Hot printer B not ready for operation,1,0.39
hu3|2026-07-14|night,hu3,handling,Gripper,1406-6B1 Valve in pickup position A not present,2,0.05
hu3|2026-07-14|night,hu3,handling,Fork,1211-2B1 Limit switch fault Fork B in working position,2,0.17
hu3|2026-07-14|night,hu3,handling,Fork,1210-2B1 Limit switch fault Fork A in working position,1,0.12
ngp2|2026-05-29|day,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,2,0.12
ngp2|2026-05-29|day,ngp2,hydration,Catheter Reject,1030-11B1 or -5B1 Consecutive fault catheter presence unload lane 1,1,0.62
ngp2|2026-05-29|day,ngp2,hydration,Catheter Reject,"1100-13B10 Cathether detected at lane 10 (remove catheter, if free check sensor",1,0.03
ngp2|2026-05-29|day,ngp2,hydration,Catheter Reject,1100-13B1 Bad catheter not rejected at lane 1 (remove catheter,1,0.03
ngp2|2026-05-29|day,ngp2,hydration,Gripper,1100-8B3 Limit switch fault gripper tip lane 2 opened,1,0.04
ngp2|2026-05-29|day,ngp2,hydration,Gripper,1030-4B5 Limit switch fault Loading gripper funnel lane 9 closed,1,0.03
ngp2|2026-05-29|day,ngp2,hydration,Gripper,1100-8B7 Limit switch fault gripper tip lane 4 opened,1,0.02
ngp2|2026-05-29|day,ngp2,hydration,Limit Switch,1030-13B4 Limit switch fault Unload TIP lane 7 closed,16,0.87
ngp2|2026-05-29|day,ngp2,hydration,Limit Switch,1064-3B1 Limit switch fault TIP terminals outside extended,2,0.07
ngp2|2026-05-29|day,ngp2,hydration,Limit Switch,1010-13B2 Limit switch fault Unload TIP lane 4 closed,1,0.04
ngp2|2026-05-29|day,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,2,0.03
ngp2|2026-05-29|day,ngp2,hydration,Limit Switch,1064-2B1 Limit switch fault TIP terminals inside carrier left extended,1,0.02
ngp2|2026-05-29|day,ngp2,hydration,Cap,1064 Consecutive fault (Check area for missing cap and sensor 8B1,3,0.12
ngp2|2026-05-29|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,1,0.04
ngp2|2026-05-29|day,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",1,0.01
ngp2|2026-05-29|day,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,4,0.67
ngp2|2026-05-29|day,ngp2,hydration,Other,1012-10M1 Axis has reached adjusted current limit,1,0.14
ngp2|2026-05-29|day,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,2,0.06
ngp2|2026-05-29|day,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,1,0.02
ngp2|2026-05-29|day,ngp2,hydration,Other,1100 Prewarning waste bin full - empty bin and reset bin counter,1,0.02
ngp2|2026-05-29|day,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,12,0.37
ngp2|2026-05-29|day,ngp2,foil,Detection Fault,2075-1B4 Reject fault lane 4 - Remove product after reject,1,0.15
ngp2|2026-05-29|day,ngp2,foil,Detection Fault,2075-1B5 Reject fault lane 5 - Remove product after reject,1,0.05
ngp2|2026-05-29|day,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,3,0.05
ngp2|2026-05-29|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,7,0.2
ngp2|2026-05-29|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,4,0.09
ngp2|2026-05-29|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,2,0.06
ngp2|2026-05-29|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,2,0.05
ngp2|2026-05-29|day,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",4,1.27
ngp2|2026-05-29|day,ngp2,foil,Other,2A01-5M1 Waste extraction system container full or flap opened (5B1/5B2/5S1,1,0.22
ngp2|2026-05-29|day,ngp2,foil,Other,2B05-1K2 Guard not closed,1,0.15
ngp2|2026-05-29|day,ngp2,foil,Other,2A09 Communication Error to Client (Hydration,1,0.07
ngp2|2026-05-29|day,ngp2,foil,Other,2154-1M1 Prewarning end of reel,1,0.02
ngp2|2026-05-29|day,ngp2,foil,Labeler,"2045-5V1 Labeler right, fault or off(see labeler-display",1,0.12
ngp2|2026-05-29|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 1 - Please check product/sensor,1,0.02
ngp2|2026-05-29|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,8,0.62
ngp2|2026-05-29|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,1,0.03
ngp2|2026-05-29|night,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,12,0.38
ngp2|2026-05-29|night,ngp2,foil,Detection Fault,2075-1B2 Reject fault lane 2 - Remove product after reject,2,0.03
ngp2|2026-05-29|night,ngp2,foil,Detection Fault,2070-1B4 Product detection fault after cutting lane 4,1,0.02
ngp2|2026-05-29|night,ngp2,foil,Other,RC=3140,1,0.1
ngp2|2026-05-29|night,ngp2,foil,Other,2048 Consecutive error no pass message lane 1,2,0.05
ngp2|2026-05-29|night,ngp2,foil,Other,2048 Consecutive error no pass message lane 5,1,0.03
ngp2|2026-05-29|night,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",2,0.09
ngp2|2026-05-29|night,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.08
ngp2|2026-05-29|night,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.07
ngp2|2026-05-29|night,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.05
ngp2|2026-05-29|night,ngp2,foil,Printer,"2050 Printer left, not ready",1,0.04
ngp2|2026-05-29|night,ngp2,foil,Labeler,"2045-4B3 Labeler left, end of label tape",1,0.15
ngp2|2026-05-29|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,2,0.04
ngp2|2026-05-29|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,8,0.25
ngp2|2026-05-29|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,4,0.16
ngp2|2026-05-29|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,1,0.02
ngp2|2026-05-29|night,ngp2,hydration,Limit Switch,1030-13B4 Limit switch fault Unload TIP lane 7 closed,28,1.74
ngp2|2026-05-29|night,ngp2,hydration,Limit Switch,1064-2B1 Limit switch fault TIP terminals inside carrier left extended,2,0.06
ngp2|2026-05-29|night,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,1,0.02
ngp2|2026-05-29|night,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,5,0.23
ngp2|2026-05-29|night,ngp2,hydration,Other,1A03 Axis error - check fault message list,1,0.12
ngp2|2026-05-29|night,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,2,0.09
ngp2|2026-05-29|night,ngp2,hydration,Other,1140-2B1 Carrier at rear left side not empty,1,0.05
ngp2|2026-05-29|night,ngp2,hydration,Other,1076/80-Kaon not ready,1,0.02
ngp2|2026-05-29|night,ngp2,hydration,Cap,1064 Consecutive fault (Check area for missing cap and sensor 8B1,6,0.39
ngp2|2026-05-29|night,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",9,0.39
ngp2|2026-05-29|night,ngp2,hydration,Cap,1052-5B1 Cap area not empty,1,0.03
ngp2|2026-05-29|night,ngp2,hydration,Cap,1031-19B1 Consecutive fault camera cap not ok lane 9,1,0.02
ngp2|2026-05-29|night,ngp2,hydration,Catheter Reject,1100-13B6 Bad catheter not rejected at lane 6 (remove catheter,1,0.03
ngp2|2026-05-29|night,ngp2,hydration,Catheter Reject,1100-13B3 Bad catheter not rejected at lane 3 (remove catheter,1,0.03
ngp2|2026-05-29|night,ngp2,hydration,Catheter Reject,1100-13B7 Bad catheter not rejected at lane 7 (remove catheter,1,0.02
ngp2|2026-05-29|night,ngp2,hydration,Gripper,1100-8B6 Limit switch fault gripper funnel lane 3 opened,1,0.2
ngp2|2026-05-29|night,ngp2,hydration,Gripper,1100-8B8 Limit switch fault gripper funnel lane 4 opened,1,0.02
ngp2|2026-05-29|night,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.27
ngp2|2026-05-29|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,6,0.23
ngp2|2026-05-29|night,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,2,0.04
ngp2|2026-05-30|day,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,2,1.0
ngp2|2026-05-30|day,ngp2,hydration,Other,1110-1M1 Axis has reached adjusted current limit,1,0.32
ngp2|2026-05-30|day,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,4,0.16
ngp2|2026-05-30|day,ngp2,hydration,Other,1A03 Axis error - check fault message list,1,0.03
ngp2|2026-05-30|day,ngp2,hydration,Limit Switch,1030-13B1 Limit switch fault Unload TIP lane 1 closed,1,0.07
ngp2|2026-05-30|day,ngp2,hydration,Foam,1076 Foam cart purging in progress,1,0.02
ngp2|2026-05-30|day,ngp2,hydration,Catheter Reject,1010-5B3 Consecutive fault loader catheter absence lane 6,1,0.03
ngp2|2026-05-30|day,ngp2,hydration,Catheter Reject,1100-13B7 Bad catheter not rejected at lane 7 (remove catheter,1,0.03
ngp2|2026-05-30|day,ngp2,hydration,Catheter Reject,1100-13B6 Bad catheter not rejected at lane 6 (remove catheter,1,0.02
ngp2|2026-05-30|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,1,0.09
ngp2|2026-05-30|day,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,1,0.02
ngp2|2026-05-30|day,ngp2,foil,Edge Trim,2068-1B4 Edge trim broken lane 4,1,0.09
ngp2|2026-05-30|day,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,26,0.65
ngp2|2026-05-30|day,ngp2,foil,Detection Fault,2070-1B4 Product detection fault after cutting lane 4,3,0.12
ngp2|2026-05-30|day,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,2,0.09
ngp2|2026-05-30|day,ngp2,foil,Detection Fault,2075-1B4 Reject fault lane 4 - Remove product after reject,1,0.02
ngp2|2026-05-30|day,ngp2,foil,Detection Fault,2075-1B2 Reject fault lane 2 - Remove product after reject,1,0.02
ngp2|2026-05-30|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,1,0.08
ngp2|2026-05-30|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,2,0.05
ngp2|2026-05-30|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,1,0.02
ngp2|2026-05-30|day,ngp2,foil,Labeler,"2045-5B4 Labeler right, label buffer empty (dancer at the top",1,0.19
ngp2|2026-05-30|day,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.04
ngp2|2026-05-30|day,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.04
ngp2|2026-05-30|day,ngp2,foil,Printer,"2035 Printer right, not ready or job deviation detected",1,0.04
ngp2|2026-05-30|day,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.03
ngp2|2026-05-30|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,3,0.08
ngp2|2026-05-30|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,2,0.04
ngp2|2026-05-30|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,26,1.45
ngp2|2026-05-30|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,5,0.21
ngp2|2026-05-30|night,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,1,0.05
ngp2|2026-05-30|night,ngp2,hydration,Catheter Reject,1010-5B2 Consecutive fault loader catheter absence lane 4,1,0.06
ngp2|2026-05-30|night,ngp2,hydration,Limit Switch,1030-13B4 Limit switch fault Unload TIP lane 7 closed,2,0.07
ngp2|2026-05-30|night,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,1,0.02
ngp2|2026-05-30|night,ngp2,hydration,PMK / Media,1A09 PMK in collision area,1,0.19
ngp2|2026-05-30|night,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.13
ngp2|2026-05-30|night,ngp2,hydration,Gripper,1100-8B7 Limit switch fault gripper tip lane 4 opened,1,0.21
ngp2|2026-05-30|night,ngp2,hydration,Gripper,1100-8B11 Limit switch fault gripper tip lane 6 closed,1,0.08
ngp2|2026-05-30|night,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,2,0.06
ngp2|2026-05-30|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,21,0.68
ngp2|2026-05-30|night,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,2,0.04
ngp2|2026-05-30|night,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,37,1.47
ngp2|2026-05-30|night,ngp2,foil,Detection Fault,2070-1B1 Product detection fault after cutting lane 1,1,0.06
ngp2|2026-05-30|night,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,2,0.05
ngp2|2026-05-30|night,ngp2,foil,Detection Fault,2075-1B1 Reject fault lane 1 - Remove product after reject,1,0.03
ngp2|2026-05-30|night,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,1,0.02
ngp2|2026-05-30|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,4,0.13
ngp2|2026-05-30|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,2,0.03
ngp2|2026-05-30|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,1,0.03
ngp2|2026-05-30|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,10,0.16
ngp2|2026-05-30|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 1 - Please check product/sensor,1,0.01
ngp2|2026-05-30|night,ngp2,foil,Other,2041-2B1 Consecutive fault bad part,1,0.04
ngp2|2026-05-30|night,ngp2,foil,Other,2055 Dancer not reached (under sealing,1,0.04
ngp2|2026-05-30|night,ngp2,foil,Printer,2032 Printer print imprint,1,0.1
ngp2|2026-05-30|night,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.03
ngp2|2026-05-30|night,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.03
ngp2|2026-05-30|night,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",2,0.18
ngp2|2026-05-30|night,ngp2,foil,Labeler,"2045-7B1 Labeler left, waste tape not in suction unit",1,0.08
ngp2|2026-05-30|night,ngp2,foil,Labeler,"2045-5V1 Labeler right, fault or off(see labeler-display",1,0.08
ngp2|2026-05-30|night,ngp2,foil,Edge Trim,2068-1B3 Edge trim broken lane 3,1,0.03
ngp2|2026-05-31|day,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.01
ngp2|2026-05-31|day,ngp2,hydration,Gripper,1100-8B3 Limit switch fault gripper tip lane 2 closed,1,0.37
ngp2|2026-05-31|day,ngp2,hydration,Gripper,1031-10B2 Gripper TIP close end position closed reached,1,0.08
ngp2|2026-05-31|day,ngp2,hydration,Gripper,1100-8B10 Limit switch fault gripper funnel lane 5 opened,2,0.05
ngp2|2026-05-31|day,ngp2,hydration,Gripper,1100-8B15 Limit switch fault gripper tip lane 8 opened,1,0.04
ngp2|2026-05-31|day,ngp2,hydration,Gripper,1100-8B7 Limit switch fault gripper tip lane 4 opened,1,0.02
ngp2|2026-05-31|day,ngp2,hydration,Limit Switch,1030-13B4 Limit switch fault Unload TIP lane 7 closed,3,0.32
ngp2|2026-05-31|day,ngp2,hydration,Limit Switch,1010-13B1 Limit switch fault Unload TIP lane 2 closed,1,0.08
ngp2|2026-05-31|day,ngp2,hydration,Limit Switch,1030-13B3 Limit switch fault Unload TIP lane 5 closed,1,0.04
ngp2|2026-05-31|day,ngp2,hydration,Limit Switch,1090-2B3 Limit switch fault TIP terminals inside carrier right extended,1,0.03
ngp2|2026-05-31|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,1,0.03
ngp2|2026-05-31|day,ngp2,hydration,Catheter Reject,1100-13B10 Bad catheter not rejected at lane 10 (remove catheter,2,0.09
ngp2|2026-05-31|day,ngp2,hydration,Catheter Reject,"1100-13B2 Cathether detected at lane 2 (remove catheter, if free check sensor",2,0.06
ngp2|2026-05-31|day,ngp2,hydration,Catheter Reject,1100-13B3 Bad catheter not rejected at lane 3 (remove catheter,1,0.02
ngp2|2026-05-31|day,ngp2,hydration,Other,1080-2B1 Clamp inside carrier 1 extended end position not reached,1,0.05
ngp2|2026-05-31|day,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,32,0.86
ngp2|2026-05-31|day,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,10,0.3
ngp2|2026-05-31|day,ngp2,foil,Detection Fault,2075-1B4 Reject fault lane 4 - Remove product after reject,2,0.08
ngp2|2026-05-31|day,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,3,0.05
ngp2|2026-05-31|day,ngp2,foil,Detection Fault,2075-1B2 Reject fault lane 2 - Remove product after reject,1,0.02
ngp2|2026-05-31|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,2,0.12
ngp2|2026-05-31|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,1,0.07
ngp2|2026-05-31|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,1,0.03
ngp2|2026-05-31|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,1,0.01
ngp2|2026-05-31|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,5,0.17
ngp2|2026-05-31|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,1,0.01
ngp2|2026-05-31|day,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",3,0.22
ngp2|2026-05-31|day,ngp2,foil,Labeler,"2045-4B2 Labeler left, end of label tape, pre Warning",2,0.04
ngp2|2026-05-31|day,ngp2,foil,Labeler,"2045-7B1 Labeler left, waste tape not in suction unit",1,0.02
ngp2|2026-05-31|day,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.1
ngp2|2026-05-31|day,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.05
ngp2|2026-05-31|day,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.05
ngp2|2026-05-31|day,ngp2,foil,Printer,"2035 Printer right, not ready or job deviation detected",1,0.03
ngp2|2026-05-31|day,ngp2,foil,Other,2049-1B5 Consecutive fault lane 5,6,0.18
ngp2|2026-05-31|day,ngp2,foil,Other,2B05-1K2 Guard not closed,1,0.16
ngp2|2026-05-31|day,ngp2,foil,Other,2049-1B3 Consecutive fault lane 3,1,0.05
ngp2|2026-05-31|day,ngp2,foil,Edge Trim,2068-1B2 Edge trim broken lane 2,5,0.36
ngp2|2026-05-31|day,ngp2,foil,Edge Trim,2068-1B6 Edge trim broken lane 6,2,0.14
ngp2|2026-05-31|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,12,0.93
ngp2|2026-05-31|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,2,0.04
ngp2|2026-05-31|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,17,0.49
ngp2|2026-05-31|night,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,5,0.12
ngp2|2026-05-31|night,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.29
ngp2|2026-05-31|night,ngp2,foil,Printer,"2050 Printer right, pre-warning low ribbon",4,0.14
ngp2|2026-05-31|night,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",3,0.07
ngp2|2026-05-31|night,ngp2,foil,Printer,"2037 Printer right, pre-warning low ribbon",1,0.04
ngp2|2026-05-31|night,ngp2,foil,Printer,"2035 Printer right, not ready or job deviation detected",1,0.03
ngp2|2026-05-31|night,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,31,0.73
ngp2|2026-05-31|night,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,1,0.09
ngp2|2026-05-31|night,ngp2,foil,Detection Fault,2070-1B4 Product detection fault after cutting lane 4,1,0.03
ngp2|2026-05-31|night,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,1,0.01
ngp2|2026-05-31|night,ngp2,foil,Labeler,"2045-5B4 Labeler right, label buffer empty (dancer at the top",1,0.23
ngp2|2026-05-31|night,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.07
ngp2|2026-05-31|night,ngp2,foil,Labeler,"2045-7B2 Labeler right, waste tape not in suction unit",1,0.03
ngp2|2026-05-31|night,ngp2,foil,Other,2049-1B5 Consecutive fault lane 5,2,0.06
ngp2|2026-05-31|night,ngp2,foil,Other,2049-1B3 Consecutive fault lane 3,1,0.02
ngp2|2026-05-31|night,ngp2,foil,Edge Trim,2068-1B6 Edge trim broken lane 6,1,0.03
ngp2|2026-05-31|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,4,0.06
ngp2|2026-05-31|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 5,1,0.02
ngp2|2026-05-31|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,1,0.02
ngp2|2026-05-31|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,1,0.01
ngp2|2026-05-31|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,7,0.14
ngp2|2026-05-31|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 1 - Please check product/sensor,1,0.04
ngp2|2026-05-31|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 3 - Please check product/sensor,1,0.02
ngp2|2026-05-31|night,ngp2,hydration,Gripper,1100-8B8 Limit switch fault gripper funnel lane 4 opened,1,0.02
ngp2|2026-05-31|night,ngp2,hydration,Gripper,1100-8B10 Limit switch fault gripper funnel lane 5 opened,1,0.02
ngp2|2026-05-31|night,ngp2,hydration,Gripper,1100-8B12 Limit switch fault gripper funnel lane 6 opened,1,0.02
ngp2|2026-05-31|night,ngp2,hydration,Gripper,1100-8B3 Limit switch fault gripper tip lane 2 opened,1,0.02
ngp2|2026-05-31|night,ngp2,hydration,Gripper,1100-8B18 Limit switch fault gripper funnel lane 9 opened,1,0.02
ngp2|2026-05-31|night,ngp2,hydration,Catheter Reject,1100-13B5 Good catheter not detected at lane 5,3,0.06
ngp2|2026-05-31|night,ngp2,hydration,Other,1076/80-Kaon not ready,1,0.3
ngp2|2026-05-31|night,ngp2,hydration,Other,1001-1M1 Axis has reached adjusted current limit,1,0.01
